SD,SE,ND,NE
,,,1944
,,,6926
,,,21248
,,,39846
,,,6085
,,,8681
,,,2768
,,,415
,,,33647
,,,4307
,,,13074
,,,1411
,,,1
,,,21248
,,,15655
,,,44
,,,3
,,,6394
,,,4127
,,,85302
,,,276
,,,41
,,,13
,,,27822
,,,30703
,,,20318
,,,24720
,,,1746
,,,8420
,,,2976
,,,33712
,,,32696
,,,6279
,,,21056
,,,48
,,,13088
,,,230
,,,27
,,,115597
,,,33674
,,,30538
,,,18646
,,,194
,,,2842
,,,12
,,,55
,,,3
,,,18740
,,,7
,,,47731
,,,19627
,,,12433
,,,11994
,,,51505
,,,20482
,,,22264
,,,63316
,,,194
,,,2629
,,,20516
,,,11201
,,,2
,,,130
,,,21248
,,,5856
,,,15657
,,,27960
,,,1
,,,1
,,,7363
,,,4
,,,21248
,,,18686
,,,158
,,,80719
,,,12805
,,,10
,,,119826
,,,1
,,,118239
,,,19293
,,,115
,,,33855
,,,18312
,,,21382
,,,2040
,,,41470
,,,33391
,,,129
,,,39735
,,,27331
,,,17100
,,,24158
,,,52873
,,,4391
,,,14517
,,,141355
,,,21695
,,,5974
,,,29932
,,,25883
,,,25778
,,,2881
,,,49412
,,,45978
,,,22613
,,,31160
,,,23547
,,,6085
,,,32
,,,54773
,,,139360
,,,48127
,,,22266
,,,1
,,,47238
,,,4876
,,,1
,,,664
,,,36142
,,,21056
,,,33156
,,,885
,,,10615
,,,160
,,,20689
,,,20868
,,,32978
,,,19285
,,,39053
,,,20901
,,,10183
,,,56940
,,,5579
,,,7526
,,,29376
,,,28875
,,,24228
,,,21939
,,,21929
,,,22133
,,,5
,,,22124
,,,1698
,,,322
,,,471
,,,27716
,,,21248
,,,26395
,,,21253
,,,6623
,,,21024
,,,892
,,,25994
,,,171
,,,33928
,,,13
,,,1
,,,143973
,,,625
,,,6
,,,2910
,,,12197
,,,49559
,,,1
,,,726
,,,24533
,,,5562
,,,6488
,,,243
,,,13533
,,,691
,,,18658
,,,14707
,,,18453
,,,85
,,,306
,,,1
,,,11817
,,,1
,,,64249
,,,33106
,,,2
,,,3778
,,,3404
,,,10
,,,32
,,,34346
,,,32594
,,,4
,,,1
,,,1950
,,,3098
,,,12643
,,,47237
,,,2124
,,,1
,,,33681
,,,21433
,,,3
,,,15751
,,,80962
,,,52015
,,,21248
,,,1
,,,20629
,,,22195
,,,7269
,,,4178
,,,50168
,,,6365
,,,98202
,,,19766
,,,11410
,,,11556
,,,128
,,,16246
,,,8866
,,,9723
,,,84908
,,,2838
,,,72378
,,,22529
,,,4
,,,9677
,,,50556
,,,1
,,,34556
,,,7841
,,,4894
,,,28
,,,44060
,,,80117
,,,4945
,,,74765
,,,15
,,,21693
,,,6325
,,,4
,,,290
,,,14525
,,,171
,,,21481
,,,4642
,,,49302
,,,165548
,,,13
,,,24190
,,,17632
,,,6
,,,67203
,,,23755
,,,53834
,,,21675
,,,4380
,,,4
,,,20901
,,,6
,,,8377
,,,1201
,,,171
,,,13680
,,,272715
,,,4889
,,,6087
,,,290
,,,33347
,,,21248
,,,73377
,,,5579
,,,199
,,,32481
,,,2
,,,375
,,,10733
,,,21102
,,,8
,,,104937
,,,31770
,,,65620
,,,206
,,,21211
,,,2
,,,21254
,,,22194
,,,20779
,,,11255
,,,65392
,,,21248
,,,28374
,,,41479
,,,13538
,,,2415
,,,322
,,,10799
,,,14419
,,,34556
,,,1011
,,,33106
,,,32618
,,,14355
,,,27919
,,,290
,,,59939
,,,21248
,,,2381
,,,21248
,,,6632
,,,1852
,,,6195
,,,127
,,,19479
,,,606
,,,20318
,,,21359
,,,53517
,,,58278
,,,7020
,,,33389
,,,24132
,,,21999
,,,5
,,,2
,,,5647
,,,40771
,,,16486
,,,353
,,,10720
,,,34166
,,,802
,,,1
,,,795
,,,10
,,,229696
,,,80
,,,24720
,,,10225
,,,130
,,,15629
,,,1575
,,,33928
,,,48
,,,19506
,,,9585
,,,5743
,,,2483
,,,9756
,,,4220
,,,9294
,,,21440
,,,48
,,,113392
,,,20779
,,,138
,,,32568
,,,20726
,,,8848
,,,2
,,,20833
,,,18489
,,,6501
,,,12786
,,,18687
,,,186120
,,,42557
,,,1
,,,534
,,,29054
,,,967
,,,75520
,,,187
,,,21248
,,,23762
,,,48
,,,22219
,,,22
,,,29288
,,,40018
,,,873
,,,19627
,,,5
,,,65
,,,48
,,,32620
,,,171
,,,42496
,,,10428
,,,13194
,,,32896
,,,29357
,,,49
,,,3900
,,,29
,,,127
,,,27382
,,,13251
,,,5
,,,38577
,,,20901
,,,1990
,,,48449
,,,6931
,,,5937
,,,1
,,,48740
,,,2
,,,13
,,,8200
,,,2884
,,,9972
,,,32779
,,,1534
,,,17432
,,,568
,,,48
,,,664
,,,6381
,,,5624
,,,3158
,,,3053
,,,61614
,,,25349
,,,42105
,,,4
,,,10384
,,,649
,,,21000
,,,158
,,,46725
,,,499
,,,1
,,,1
,,,33910
,,,29957
,,,18559
,,,713
,,,121873
,,,33848
,,,23117
,,,21153
,,,15787
,,,92
,,,30703
,,,56134
,,,5685
,,,7361
,,,131
,,,6087
,,,28862
,,,33099
,,,87563
,,,29718
,,,2377
,,,25865
,,,7363
,,,46792
,,,194
,,,22555
,,,21248
,,,2
,,,1959
,,,48
,,,20510
,,,5120
,,,1016
,,,33507
,,,10361
,,,41
,,,67203
,,,30538
,,,20387
,,,127
,,,21709
,,,21103
,,,2
,,,46957
,,,21837
,,,6085
,,,26671
,,,187
,,,3607
,,,1027
,,,33506
,,,66458
,,,2
,,,10308
,,,21248
,,,8639
,,,8
,,,9
,,,50
,,,5192
,,,21248
,,,28038
,,,32568
,,,7986
,,,1612
,,,21248
,,,141199
,,,4
,,,19766
,,,32854
,,,194
,,,14512
,,,21619
,,,18108
,,,21194
,,,11849
,,,2
,,,68982
,,,16246
,,,21708
,,,14742
,,,11903
,,,4664
,,,12031
,,,7540
,,,14307
,,,21248
,,,1
,,,1850
,,,21079
,,,71453
,,,658
,,,252
,,,12456
,,,20233
,,,2
,,,4
,,,22195
,,,2
,,,1704
,,,67229
,,,34510
,,,582
,,,33106
,,,16606
,,,59238
,,,2769
,,,22956
,,,19627
,,,12512
,,,6173
,,,66
,,,988
,,,15401
,,,17186
,,,5562
,,,30682
,,,48
,,,194
,,,17207
,,,74546
,,,33810
,,,46052
,,,8122
,,,3913
,,,2559
,,,33526
,,,33562
,,,7085
,,,93811
,,,25931
,,,44305
,,,1650
,,,194
,,,5
,,,43048
,,,4
,,,3012
,,,44426
,,,2701
,,,1
,,,1934
,,,46725
,,,171
,,,10928
,,,21929
,,,331
,,,39425
,,,10050
,,,8
,,,28144
,,,14871
,,,15340
,,,456
,,,10
,,,68456
,,,2
,,,127
,,,502
,,,13575
,,,84
,,,21248
,,,568
,,,2334
,,,42651
,,,1
,,,12433
,,,1650
,,,199
,,,5534
,,,5
,,,30700
,,,22715
,,,56
,,,1
,,,15022
,,,2727
,,,18985
,,,6381
,,,64
,,,131742
,,,2280
,,,9276
,,,31770
,,,12835
,,,771
,,,1129
,,,3986
,,,17964
,,,20759
,,,907
,,,2742
,,,60241
,,,12633
,,,37257
,,,14322
,,,20002
,,,172
,,,991
,,,42496
,,,1222
,,,27716
,,,20153
,,,76290
,,,32675
,,,1
,,,1
,,,26481
,,,4
,,,19448
,,,785
,,,922
,,,47338
,,,64682
,,,1
,,,158
,,,7970
,,,144331
,,,75691
,,,7235
,,,5449
,,,27010
,,,1
,,,26664
,,,6524
,,,39357
,,,37103
,,,35083
,,,26665
,,,9
,,,84914
,,,48
,,,921
,,,2
,,,2209
,,,2235
,,,2
,,,7701
,,,8587
,,,31333
,,,7054
,,,1
,,,17814
,,,11641
,,,13007
,,,8447
,,,1
,,,22664
,,,3238
,,,4
,,,5564
,,,13
,,,11516
,,,2445
,,,20317
,,,39144
,,,903
,,,10
,,,942
,,,6085
,,,48
,,,33863
,,,21248
,,,2182
,,,11943
,,,4031
,,,33106
,,,20564
,,,9022
,,,2626
,,,13685
,,,85205
,,,18614
,,,9362
,,,979
,,,34368
,,,21398
,,,6713
,,,242
,,,614
,,,42175
,,,1
,,,21929
,,,18169
,,,29275
,,,13595
,,,15150
,,,967
,,,1
,,,18150
,,,33677
,,,47499
,,,39452
,,,290
,,,30942
,,,33529
,,,48
,,,1563
,,,2379
,,,14198
,,,9614
,,,30084
,,,20942
,,,47239
,,,2415
,,,29610
,,,7083
,,,784
,,,135
,,,13
,,,22
,,,2531
,,,6381
,,,89196
,,,171
,,,40969
,,,8036
,,,40121
,,,6147
,,,21933
,,,38527
,,,41842
,,,8
,,,2
,,,33523
,,,5834
,,,2044
,,,1
,,,42881
,,,52
,,,3796
,,,33482
,,,3615
,,,5239
,,,4083
,,,67000
,,,13893
,,,58123
,,,24668
,,,48
,,,2176
,,,4641
,,,19668
,,,11960
,,,21724
,,,3116
,,,32852
,,,984
,,,8227
,,,21248
,,,10
,,,29086
,,,3686
,,,10286
,,,195
,,,48
,,,20284
,,,605
,,,3792
,,,728
,,,69257
,,,126175
,,,48
,,,2684
,,,121076
,,,7810
,,,13132
,,,46866
,,,42585
,,,151822
,,,2377
,,,7308
,,,74549
,,,21248
,,,48
,,,1463
,,,199
,,,155
,,,35761
,,,15939
,,,8641
,,,3478
,,,66263
,,,32568
,,,663
,,,32568
,,,14415
,,,535
,,,48
,,,21248
,,,23382
,,,48
,,,48
,,,7
,,,11744
,,,29967
,,,35960
,,,22
,,,21515
,,,36
,,,39791
,,,2865
,,,213
,,,15912
,,,34088
,,,2
,,,5847
,,,34690
,,,819
,,,9713
,,,22
,,,15657
,,,10849
,,,5941
,,,1841
,,,15176
,,,21056
,,,12085
,,,10494
,,,32073
,,,6176
,,,24668
,,,185705
,,,2098
,,,6385
,,,723
,,,21755
,,,9278
,,,64786
,,,2768
,,,194
,,,45061
,,,35137
,,,582
,,,173
,,,135
,,,30292
,,,33608
,,,29275
,,,26186
,,,7
,,,2596
,,,30768
,,,263191
,,,7
,,,3
,,,968
,,,33162
,,,2747
,,,33268
,,,2685
,,,144
,,,33241
,,,30957
,,,32689
,,,65699
,,,27172
,,,10149
,,,371
,,,8441
,,,425
,,,6921
,,,1940
,,,822
,,,84874
,,,30800
,,,14378
,,,12031
,,,21990
,,,5452
,,,353
,,,24855
,,,46889
,,,16
,,,785
,,,472
,,,6214
,,,319
,,,61360
,,,2040
,,,83437
,,,30703
,,,1191
,,,4141
,,,48
,,,6826
,,,256
,,,32568
,,,33677
,,,3
,,,24
,,,43579
,,,29874
,,,92368
,,,81099
,,,27673
,,,21939
,,,152
,,,7710
,,,1
,,,20988
,,,21425
,,,16725
,,,56
,,,8444
,,,67252
,,,6898
,,,1
,,,1
,,,30730
,,,91
,,,304
,,,33561
,,,21316
,,,2
,,,47196
,,,17804
,,,784
,,,32686
,,,5
,,,7
,,,7387
,,,3952
,,,21929
,,,32702
,,,5730
,,,8386
,,,11490
,,,1590
,,,32568
,,,4
,,,36873
,,,41473
,,,21673
,,,713
,,,56696
,,,41516
,,,32781
,,,31277
,,,33106
,,,31277
,,,11483
,,,18665
,,,12529
,,,30962
,,,1
,,,43588
,,,35099
,,,22376
,,,879
,,,3365
,,,2
,,,5647
,,,21248
,,,70
,,,120816
,,,884
,,,21381
,,,10327
,,,21287
,,,13010
,,,11
,,,35101
,,,19557
,,,921
,,,17271
,,,13026
,,,48
,,,15063
,,,71081
,,,114893
,,,3315
,,,2903
,,,36240
,,,39600
,,,1
,,,64380
,,,32854
,,,11015
,,,18985
,,,3187
,,,7
,,,20901
,,,21248
,,,2677
,,,31443
,,,12804
,,,4243
,,,10
,,,42384
,,,7333
,,,20169
,,,118425
,,,104229
,,,8585
,,,8105
,,,2342
,,,1
,,,48
,,,1654
,,,38
,,,6826
,,,156
,,,1959
,,,3
,,,1938
,,,48
,,,46303
,,,3
,,,19603
,,,20921
,,,23798
,,,194
,,,47537
,,,75661
,,,48
,,,44
,,,44370
,,,1518
,,,11643
,,,84098
,,,27690
,,,448
,,,1
,,,46350
,,,1
,,,33532
,,,35366
,,,31644
,,,3
,,,21056
,,,29750
,,,7455
,,,171
,,,6
,,,20
,,,709
,,,21248
,,,139617
,,,158
,,,116
,,,63503
,,,42342
,,,46560
,,,18899
,,,4
,,,61
,,,33559
,,,16
,,,38603
,,,7308
,,,27280
,,,108
,,,30703
,,,7497
,,,28968
,,,7596
,,,12279
,,,23671
,,,10502
,,,1
,,,19191
,,,21056
,,,4465
,,,1
,,,1
,,,61439
,,,48
,,,169
,,,2491
,,,48199
,,,7341
,,,258
,,,33526
,,,227073
,,,1767
,,,605
,,,3
,,,19538
,,,32695
,,,76657
,,,20276
,,,2186
,,,279435
,,,1959
,,,6381
,,,103734
,,,455
,,,42033
,,,24631
,,,1
,,,69
,,,25689
,,,16068
,,,12439
,,,127
,,,5
,,,67856
,,,31
,,,6842
,,,70181
,,,610
,,,12101
,,,1202
,,,91136
,,,171
,,,21628
,,,26328
,,,150110
,,,39812
,,,75613
,,,32762
,,,12799
,,,21379
,,,873
,,,32767
,,,48
,,,30650
,,,5774
,,,19627
,,,13
,,,7127
,,,7417
,,,9
,,,19597
,,,7701
,,,1
,,,24673
,,,73658
,,,5213
,,,130
,,,6378
,,,2337
,,,43327
,,,194
,,,1958
,,,1721
,,,171
,,,194
,,,59152
,,,18361
,,,20036
,,,18329
,,,13572
,,,3607
,,,5908
,,,48
,,,12
,,,13094
,,,124987
,,,48
,,,3640
,,,448
,,,2
,,,13
,,,2
,,,42341
,,,16
,,,22645
,,,38486
,,,148572
,,,21929
,,,2
,,,431
,,,869
,,,5180
,,,21420
,,,5600
,,,33106
,,,21248
,,,14855
,,,21916
,,,1856
,,,6427
,,,32568
,,,1204
,,,48
,,,29436
,,,21036
,,,3
,,,32817
,,,33928
,,,74036
,,,297
,,,37850
,,,4392
,,,40318
,,,2
,,,48
,,,26383
,,,32875
,,,21957
,,,41543
,,,16768
,,,74641
,,,168868
,,,30727
,,,17653
,,,12433
,,,32875
,,,5560
,,,3
,,,784
,,,171
,,,3159
,,,5222
,,,846
,,,6369
,,,1818
,,,30414
,,,19269
,,,11897
,,,322
,,,28463
,,,25
,,,67614
,,,14654
,,,1
,,,67
,,,21006
,,,6104
,,,423
,,,5773
,,,5147
,,,143
,,,23906
,,,6773
,,,48
,,,982
,,,3
,,,12823
,,,5579
,,,291
,,,48
,,,4732
,,,108
,,,51405
,,,2898
,,,75783
,,,35778
,,,3
,,,6398
,,,35771
,,,187
,,,20930
,,,29158
,,,15668
,,,5224
,,,4703
,,,19250
,,,194
,,,2989
,,,716
,,,6
,,,47238
,,,29616
,,,15150
,,,2
,,,36
,,,21248
,,,78
,,,37307
,,,1
,,,99
,,,15552
,,,4142
,,,20723
,,,48
,,,2
,,,42979
,,,1
,,,5
,,,16123
,,,17841
,,,1
,,,19
,,,45909
,,,1
,,,30914
,,,5239
,,,42784
,,,1184
,,,29956
,,,913
,,,36303
,,,2
,,,155
,,,1
,,,33106
,,,15150
,,,8902
,,,1
,,,1
,,,26668
,,,201424
,,,54877
,,,158
,,,47043
,,,3
,,,884
,,,130
,,,50950
,,,14
,,,14650
,,,7001
,,,880
,,,33506
,,,48602
,,,374
,,,60888
,,,21248
,,,75736
,,,33506
,,,33555
,,,7363
,,,1
,,,9948
,,,4
,,,194
,,,40014
,,,267
,,,3394
,,,39
,,,25246
,,,21758
,,,4976
,,,13461
,,,1
,,,3680
,,,2794
,,,160
,,,1
,,,49
,,,17908
,,,5367
,,,9659
,,,884
,,,3
,,,6
,,,1438
,,,33695
,,,28424
,,,21248
,,,21216
,,,171
,,,1
,,,253236
,,,25095
,,,19060
,,,31985
,,,66343
,,,13028
,,,1
,,,12799
,,,313
,,,192
,,,72377
,,,20900
,,,194
,,,7293
,,,261
,,,16024
,,,194
,,,34726
,,,61860
,,,10396
,,,62
,,,3002
,,,5
,,,20128
,,,483
,,,15600
,,,20921
,,,33005
,,,9
,,,1
,,,21248
,,,1427
,,,534
,,,5517
,,,6963
,,,3
,,,194
,,,109355
,,,1251
,,,21248
,,,7308
,,,6369
,,,22123
,,,18395
,,,62323
,,,75120
,,,48
,,,4803
,,,54716
,,,2423
,,,20398
,,,1506
,,,3537
,,,6
,,,1017
,,,337
,,,1945
,,,46987
,,,1017
,,,34399
,,,602
,,,6949
,,,18457
,,,948
,,,130295
,,,1
,,,29559
,,,9877
,,,3078
,,,45875
,,,30602
,,,28349
,,,1
,,,20901
,,,155
,,,2378
,,,7308
,,,538
,,,8930
,,,48
,,,158638
,,,10665
,,,29874
,,,7309
,,,68297
,,,21758
,,,3680
,,,30629
,,,1
,,,30952
,,,40973
,,,39577
,,,1024
,,,37951
,,,5829
,,,18604
,,,9
,,,38807
,,,988
,,,2
,,,21248
,,,15565
,,,86007
,,,14625
,,,1
,,,6085
,,,48
,,,9972
,,,41770
,,,66794
,,,18508
,,,1318
,,,48
,,,14
,,,789
,,,32
,,,11289
,,,54356
,,,2
,,,11472
,,,188
,,,20969
,,,162
,,,41571
,,,2142
,,,2
,,,48
,,,25633
,,,940
,,,7521
,,,4858
,,,22322
,,,7594
,,,33507
,,,643
,,,48
,,,97122
,,,194
,,,17908
,,,68
,,,25804
,,,2620
,,,1516
,,,12433
,,,48
,,,3320
,,,26173
,,,3175
,,,311
,,,7
,,,2265
,,,34556
,,,4112
,,,30662
,,,21248
,,,25098
,,,33099
,,,1
,,,8035
,,,20452
,,,764
,,,21248
,,,36616
,,,4
,,,1939
,,,50307
,,,33396
,,,194
,,,54399
,,,322
,,,12604
,,,6341
,,,22860
,,,1
,,,424
,,,67010
,,,275
,,,53596
,,,33389
,,,1
,,,1840
,,,1
,,,13676
,,,2
,,,187
,,,21248
,,,482
,,,27134
,,,19794
,,,49445
,,,5
,,,2837
,,,9051
,,,1
,,,22158
,,,28304
,,,48
,,,9271
,,,3710
,,,16109
,,,23642
,,,27188
,,,23562
,,,21304
,,,42281
,,,774
,,,16097
,,,1518
,,,565
,,,12433
,,,15171
,,,20900
,,,77073
,,,11360
,,,87151
,,,2670
,,,2
,,,67461
,,,21093
,,,1126
,,,905
,,,2221
,,,5029
,,,60887
,,,34368
,,,5412
,,,25883
,,,140
,,,48
,,,2129
,,,7214
,,,47442
,,,26141
,,,4272
,,,4014
,,,3435
,,,44978
,,,13376
,,,75318
,,,1
,,,9
,,,30538
,,,39889
,,,99
,,,1
,,,8574
,,,4635
,,,292
,,,887
,,,48452
,,,1
,,,21248
,,,4767
,,,2270
,,,16246
,,,8962
,,,33526
,,,75120
,,,49
,,,21015
,,,1109
,,,11858
,,,1136
,,,28768
,,,21391
,,,11071
,,,44402
,,,2378
,,,2884
,,,21664
,,,74303
,,,50
,,,14392
,,,17
,,,1
,,,32892
,,,19717
,,,18150
,,,13569
,,,21248
,,,28779
,,,28
,,,863
,,,31288
,,,48
,,,12894
,,,3454
,,,25180
,,,348
,,,102489
,,,21248
,,,6381
,,,949
,,,12771
,,,33106
,,,4162
,,,7411
,,,14582
,,,37972
,,,21248
,,,7744
,,,4
,,,1650
,,,29494
,,,9171
,,,23625
,,,15761
,,,3930
,,,1
,,,22072
,,,22151
,,,194
,,,73488
,,,13
,,,71081
,,,3
,,,15333
,,,290
,,,20553
,,,1
,,,605
,,,165
,,,280
,,,3419
,,,38568
,,,34432
,,,31
,,,1
,,,21248
,,,189
,,,16176
,,,2036
,,,95233
,,,783
,,,19627
,,,122
,,,69231
,,,108252
,,,16119
,,,130
,,,16876
,,,23136
,,,102
,,,16850
,,,128
,,,54341
,,,58693
,,,27428
,,,6397
,,,16545
,,,1
,,,20901
,,,20150
,,,43207
,,,79716
,,,28436
,,,26666
,,,10354
,,,6432
,,,47
,,,921
,,,1349
,,,2
,,,1590
,,,895
,,,16176
,,,92
,,,2382
,,,954
,,,20077
,,,6098
,,,5648
,,,7879
,,,915
,,,1
,,,30666
,,,114
,,,15415
,,,21248
,,,48
,,,31505
,,,4307
,,,11408
,,,2348
,,,3
,,,33506
,,,936
,,,1304
,,,1
,,,1931
,,,770
,,,6315
,,,65320
,,,64060
,,,7243
,,,568
,,,180803
,,,1
,,,47238
,,,212
,,,1
,,,48789
,,,72477
,,,2
,,,1
,,,19711
,,,4
,,,3236
,,,1
,,,104194
,,,16424
,,,3
,,,48
,,,28023
,,,25883
,,,13231
,,,60097
,,,2881
,,,29157
,,,122090
,,,582
,,,1
,,,19002
,,,5302
,,,7418
,,,11
,,,21617
,,,29316
,,,2742
,,,7308
,,,40785
,,,22398
,,,27712
,,,19627
,,,588
,,,69
,,,19628
,,,38191
,,,21248
,,,31416
,,,16
,,,7589
,,,38694
,,,47453
,,,48
,,,21694
,,,12689
,,,21036
,,,27268
,,,14198
,,,27194
,,,1
,,,22409
,,,48
,,,3
,,,18789
,,,55
,,,25883
,,,36430
,,,171
,,,33618
,,,21248
,,,33677
,,,29956
,,,605
,,,150
,,,4976
,,,2776
,,,38826
,,,130
,,,2299
,,,20001
,,,6718
,,,14164
,,,11
,,,50371
,,,6
,,,7715
,,,870
,,,320
,,,8439
,,,44
,,,65959
,,,1
,,,16135
,,,456
,,,46699
,,,21129
,,,2726
,,,5009
,,,21248
,,,3536
,,,48
,,,13999
,,,702
,,,47064
,,,1
,,,26326
,,,1
,,,21252
,,,13
,,,11230
,,,53074
,,,48
,,,15922
,,,19802
,,,33928
,,,75
,,,67
,,,2751
,,,18916
,,,21248
,,,33106
,,,67205
,,,5
,,,158
,,,61191
,,,21248
,,,816
,,,71138
,,,48
,,,4938
,,,1
,,,2294
,,,4091
,,,40359
,,,21248
,,,15454
,,,2
,,,8243
,,,10183
,,,21248
,,,131
,,,23152
,,,11294
,,,158
,,,10048
,,,16530
,,,7417
,,,20218
,,,1336
,,,31770
,,,155
,,,386355
,,,27833
,,,1
,,,27
,,,192801
,,,16358
,,,18969
,,,55511
,,,3
,,,20779
,,,126
,,,4083
,,,22072
,,,131058
,,,48
,,,6
,,,48
,,,171
,,,26247
,,,62285
,,,30768
,,,4770
,,,21641
,,,1
,,,5032
,,,5534
,,,4
,,,89166
,,,21763
,,,12805
,,,1239
,,,3590
,,,331
,,,21187
,,,658
,,,4260
,,,33533
,,,404
,,,10067
,,,11996
,,,36887
,,,32139
,,,20452
,,,14649
,,,32568
,,,7267
,,,31800
,,,42372
,,,12072
,,,22625
,,,22850
,,,3238
,,,20387
,,,21248
,,,36240
,,,17971
,,,42186
,,,20
,,,2491
,,,217659
,,,194
,,,27963
,,,20569
,,,88380
,,,1205
,,,8
,,,48
,,,2414
,,,20779
,,,2464
,,,1516
,,,21251
,,,39121
,,,81837
,,,139
,,,21248
,,,3008
,,,48339
,,,78
,,,49
,,,89982
,,,67234
,,,10827
,,,979
,,,6671
,,,75113
,,,158
,,,13358
,,,20750
,,,21248
,,,29
,,,139
,,,39470
,,,27960
,,,650
,,,21099
,,,213
,,,1800
,,,147954
,,,26495
,,,74546
,,,17140
,,,21248
,,,975
,,,34103
,,,28231
,,,21248
,,,256
,,,32568
,,,1
,,,2707
,,,155
,,,8
,,,132554
,,,21248
,,,20773
,,,2385
,,,16246
,,,21056
,,,47291
,,,4083
,,,33817
,,,33022
,,,18169
,,,6753
,,,3364
,,,9350
,,,15368
,,,6085
,,,3106
,,,25883
,,,18433
,,,194
,,,49961
,,,19736
,,,146
,,,2265
,,,4770
,,,32849
,,,639
,,,4
,,,16
,,,14550
,,,3
,,,10415
,,,121
,,,46647
,,,8
,,,40360
,,,452704
,,,37245
,,,401
,,,4951
,,,83324
,,,20869
,,,768
,,,1072
,,,11957
,,,5277
,,,195
,,,64595
,,,195
,,,6857
,,,1934
,,,61306
,,,56806
,,,7896
,,,70061
,,,24772
,,,3002
,,,38
,,,31046
,,,194
,,,127
,,,65411
,,,17
,,,33065
,,,58125
,,,11306
,,,53686
,,,3126
,,,2629
,,,8560
,,,20387
,,,6
,,,69643
,,,13718
,,,19623
,,,14161
,,,127
,,,5893
,,,2
,,,1189
,,,2989
,,,1
,,,6369
,,,16215
,,,3
,,,6085
,,,7415
,,,4094
,,,127
,,,195
,,,562
,,,33131
,,,28557
,,,66920
,,,54159
,,,32340
,,,32342
,,,4
,,,33677
,,,24847
,,,32201
,,,48
,,,21248
,,,23833
,,,4
,,,585
,,,102541
,,,30894
,,,28503
,,,1
,,,41800
,,,817
,,,5
,,,5056
,,,1
,,,133
,,,59872
,,,32589
,,,22954
,,,29808
,,,7630
,,,49
,,,47196
,,,39626
,,,98
,,,46148
,,,30291
,,,1
,,,26414
,,,1
,,,14631
,,,5593
,,,48
,,,26792
,,,336
,,,9511
,,,2618
,,,811
,,,2402
,,,7302
,,,19002
,,,6718
,,,1
,,,25890
,,,48
,,,122
,,,20510
,,,6239
,,,128
,,,647
,,,29808
,,,2018
,,,16358
,,,171
,,,21248
,,,748
,,,22
,,,2
,,,5235
,,,37391
,,,2488
,,,2445
,,,4160
,,,147389
,,,4
,,,2397
,,,1
,,,76
,,,31144
,,,31352
,,,423
,,,322
,,,2
,,,8
,,,32
,,,22405
,,,39157
,,,144210
,,,75581
,,,41539
,,,48
,,,1843
,,,21137
,,,13
,,,33505
,,,2209
,,,1
,,,2402
,,,11139
,,,4167
,,,31160
,,,49
,,,2178
,,,30265
,,,33928
,,,32937
,,,52515
,,,4734
,,,122015
,,,1
,,,89552
,,,16205
,,,21248
,,,1
,,,1124
,,,2
,,,5665
,,,68
,,,4055
,,,25674
,,,5312
,,,583
,,,22495
,,,22561
,,,32679
,,,2
,,,44
,,,5
,,,20209
,,,10034
,,,27330
,,,9171
,,,1775
,,,6078
,,,48
,,,13532
,,,32569
,,,17
,,,21248
,,,1851
,,,8154
,,,5059
,,,158
,,,20682
,,,33808
,,,11419
,,,33148
,,,1
,,,155228
,,,53583
,,,33192
,,,70998
,,,333
,,,55938
,,,31
,,,945
,,,4
,,,21248
,,,249
,,,33928
,,,2
,,,25459
,,,1179
,,,2
,,,14
,,,3875
,,,75875
,,,1
,,,5301
,,,2394
,,,47238
,,,21248
,,,472
,,,5215
,,,228712
,,,20873
,,,18053
,,,48
,,,16689
,,,33894
,,,452
,,,29595
,,,6664
,,,10308
,,,21379
,,,7371
,,,171
,,,48
,,,37128
,,,6308
,,,39908
,,,3667
,,,1745
,,,6375
,,,47155
,,,1
,,,128
,,,33032
,,,127
,,,4641
,,,17328
,,,18838
,,,27194
,,,1
,,,158
,,,109804
,,,3
,,,2697
,,,32568
,,,1
,,,21226
,,,1
,,,1182
,,,2835
,,,1484
,,,14378
,,,19734
,,,3
,,,1
,,,14580
,,,33099
,,,22195
,,,14038
,,,111
,,,20101
,,,84680
,,,5208
,,,75119
,,,10327
,,,941
,,,8630
,,,171
,,,1305
,,,194
,,,20292
,,,15
,,,18
,,,195
,,,1841
,,,184909
,,,60351
,,,21248
,,,63767
,,,28380
,,,22069
,,,85271
,,,5
,,,2639
,,,106511
,,,12620
,,,13
,,,10066
,,,4
,,,20712
,,,27474
,,,879
,,,47441
,,,14410
,,,6008
,,,24
,,,37
,,,194
,,,550
,,,6659
,,,2
,,,66915
,,,3194
,,,5421
,,,24138
,,,6085
,,,37728
,,,2
,,,41995
,,,33903
,,,26655
,,,9225
,,,20906
,,,11957
,,,21758
,,,33928
,,,7308
,,,4
,,,45432
,,,4608
,,,6067
,,,87236
,,,57584
,,,30084
,,,4980
,,,22777
,,,25197
,,,194
,,,29588
,,,28118
,,,11727
,,,1010
,,,1945
,,,23097
,,,2
,,,1
,,,3
,,,48
,,,19
,,,13
,,,48
,,,14097
,,,40
,,,47238
,,,32014
,,,4519
,,,1
,,,21248
,,,21951
,,,159
,,,171
,,,2
,,,76342
,,,971
,,,21248
,,,2378
,,,198
,,,21248
,,,21939
,,,42345
,,,873
,,,67249
,,,33928
,,,10619
,,,1313
